# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

p 2 0 856 64 18167 1571
p 2 1 860 59 17547 1583
p 2 2 846 72 17148 1545
p 2 3 850 67 17118 1552
p 2 3 841 76 16852 1549
p 2 3 841 76 16464 1530
p 2 3 827 90 16134 1527
p 2 2 831 87 15846 1515
p 2 4 813 103 15441 1486
p 2 3 813 104 14575 1493
p 2 2 797 121 13647 1449
p 2 0 797 123 13531 1413
p 2 0 785 135 13007 1388
p 2 0 772 148 12490 1399
p 2 1 779 140 12644 1401
i 2 920 0 0 26052 3432
p 2 0 622 298 1852 805
p 2 0 615 305 2353 814
p 2 0 494 426 2299 696
p 2 0 559 361 2733 778
p 2 0 544 376 2949 788
p 2 0 608 312 2898 861
p 2 0 501 419 2678 720
p 2 0 590 330 3008 831
p 2 0 568 352 3118 810
p 2 0 611 309 3050 875
p 2 0 516 404 2776 743
p 2 0 588 332 3053 845
p 2 0 572 348 3140 824
p 2 0 641 279 3139 908
p 2 0 463 457 2756 699
p 2 0 580 340 2930 835
p 2 0 588 332 3283 846
p 2 0 637 283 3105 914
p 2 0 471 449 2585 686
p 2 0 587 333 2932 833
p 2 0 568 352 3139 829
p 2 0 632 288 3100 906
p 2 0 500 420 2715 729
p 2 0 898 22 7600 1228
p 2 0 919 1 5379 1224
p 2 0 919 1 9134 1288
p 2 0 920 0 9492 1283
p 2 0 920 0 7504 1289
p 2 0 920 0 9754 1316
p 2 1 918 1 6985 1289
p 2 0 920 0 10603 1336
p 2 0 920 0 9172 1357
p 2 0 920 0 12260 1398
p 2 0 920 0 10228 1321
p 2 1 918 1 13605 1383
p 2 1 919 0 8744 1348
p 2 0 920 0 12704 1417
p 2 0 920 0 8990 1321
p 2 1 919 0 14998 1464
p 2 0 920 0 14883 1470
p 2 0 920 0 9491 1374
p 2 0 920 0 14488 1438
p 2 1 919 0 17712 1514
p 2 0 920 0 9236 1359
p 2 3 917 0 17296 1556
p 2 1 919 0 16332 1478
p 2 4 916 0 15616 1506
p 2 1 919 0 7895 1395
p 2 0 920 0 14489 1427
p 2 0 920 0 13346 1439
p 2 2 918 0 15950 1496
p 2 1 919 0 13555 1394
p 2 1 919 0 13061 1441
p 2 1 919 0 7144 1373
p 2 5 915 0 5576 1267
p 2 0 920 0 10401 1345
p 2 1 919 0 15274 1481
p 2 0 920 0 15219 1488
p 2 1 919 0 15296 1524
p 2 2 918 0 16564 1490
p 2 6 914 0 15289 1530
p 2 3 917 0 15817 1539
p 2 17 903 0 13425 1553
p 2 17 903 0 13232 1500
p 2 11 909 0 8982 1415
p 2 5 915 0 9851 1446
p 2 0 920 0 14800 1458
p 2 14 906 0 13813 1481
p 2 0 920 0 13331 1421
p 2 3 917 0 12817 1464
p 2 2 918 0 9023 1403
p 2 2 918 0 10521 1389
p 2 0 920 0 10213 1340
p 2 0 920 0 10002 1384
p 2 2 917 1 7056 1341
p 2 0 919 1 9533 1342
p 2 0 916 4 8258 1322
p 2 2 917 1 6251 1332
p 2 0 912 8 6818 1318
p 2 0 918 2 7212 1274
p 2 0 914 6 6707 1246
p 2 0 913 7 7385 1236
p 2 0 914 6 5421 1253
p 2 1 908 11 6574 1235
p 2 0 909 11 5286 1224
p 2 0 909 11 6620 1242
p 2 0 905 15 5360 1226
p 2 0 910 10 6202 1206
p 2 0 904 16 5176 1200
p 2 0 898 22 6374 1206
p 2 0 896 24 5822 1176
p 2 2 891 27 4945 1164
p 2 0 885 35 5788 1135
p 2 0 891 29 3840 1127
p 2 0 784 136 5060 1046
p 2 0 588 332 2657 820
p 2 0 394 526 1681 610
p 2 0 382 538 1594 596
p 2 0 253 667 1185 464
p 2 0 256 664 1195 465
p 2 0 196 724 962 398
p 2 0 176 744 902 379
p 2 0 134 786 643 334
p 2 0 134 786 676 336
p 2 0 141 779 899 350
p 2 0 176 744 1021 395
p 2 0 195 725 1047 410
p 2 0 217 703 1456 452
p 2 0 208 712 1385 445
p 2 0 227 693 1605 481
p 2 0 230 690 1797 473
p 2 0 254 666 1871 516
p 2 0 246 674 1821 515
p 2 0 253 667 2060 535
p 2 0 255 665 1967 540
p 2 0 273 647 2364 570
p 2 0 256 664 2223 550
p 2 0 298 622 2514 616
p 2 0 291 629 2428 604
p 2 0 306 614 2625 633
p 2 0 290 630 2445 605
p 2 0 307 613 2667 638
p 2 0 297 623 2478 608
p 2 0 321 599 2549 632
p 2 0 307 613 2338 609
p 2 0 337 583 2578 665
p 2 0 309 611 2464 623
p 2 0 330 590 2654 649
p 2 0 316 604 2570 635
p 2 0 332 588 2732 654
p 2 0 315 605 2671 624
p 2 0 331 589 2654 651
p 2 0 307 613 2574 625
p 2 0 328 592 2767 666
p 2 0 317 603 2696 640
p 2 0 317 603 2659 646
p 2 0 307 613 2716 642
p 2 0 331 589 2829 674
p 2 0 314 606 2698 625
p 2 0 319 601 2701 640
p 2 0 293 627 2633 595
p 2 0 333 587 2608 648
p 2 0 294 626 2432 582
p 2 0 300 620 2411 591
p 2 0 276 644 2267 566
p 2 0 294 626 2263 586
p 2 0 276 644 2140 550
p 2 0 282 638 2123 545
p 2 0 254 666 1847 513
p 2 0 272 648 1752 531
p 2 0 240 680 1504 480
p 2 0 250 670 1494 483
p 2 0 220 700 1334 450
p 2 0 179 741 889 387
p 2 0 139 781 711 346
i 2 920 0 0 20690 3306
p 2 15 855 50 11387 1492
p 2 14 864 42 10648 1476
p 2 19 873 28 10139 1469
p 2 16 872 32 10499 1471
p 2 18 872 30 10127 1475
p 2 20 876 24 10098 1463
p 2 21 883 16 9942 1475
p 2 22 869 29 10245 1457
p 2 18 882 20 10153 1455
p 2 19 880 21 10573 1476
p 2 23 879 18 9956 1446
p 2 17 883 20 10848 1432
p 2 24 874 22 9968 1457
p 2 20 880 20 10357 1423
p 2 21 879 20 10429 1502
p 2 21 883 16 10454 1460
p 2 21 884 15 10126 1465
p 2 22 891 7 10384 1463
p 2 13 890 17 10053 1428
p 2 16 892 12 10504 1444
p 2 17 893 10 10402 1499
p 2 11 895 14 10463 1422
p 2 12 901 7 9563 1398
p 2 10 896 14 10542 1393
p 2 7 904 9 10386 1404
p 2 11 893 16 11037 1427
p 2 11 900 9 10623 1428
p 2 11 897 12 11184 1400
p 2 8 906 6 10582 1404
p 2 10 896 14 11451 1463
p 2 15 887 18 11531 1453
p 2 10 901 9 12363 1472
p 2 8 900 12 12262 1444
p 2 7 903 10 12877 1460
p 2 9 904 7 12787 1494
p 2 13 895 12 14314 1521
p 2 12 900 8 14980 1569
p 2 24 885 11 16952 1608
p 2 25 892 3 16798 1698
p 2 22 893 5 19166 1724
p 2 22 894 4 20126 1757
p 2 19 897 4 22782 1768
p 2 24 895 1 21962 1875
p 2 32 886 2 24875 1906
i 2 920 0 0 123711 5920
p 2 0 82 838 326 272
p 2 0 9 911 207 202
p 2 0 17 903 1125 217
p 2 0 14 906 239 209
p 2 0 8 912 218 205
p 2 0 19 901 1425 221
p 2 0 13 907 252 208
p 2 0 6 914 217 202
p 2 2 12 906 1259 230
p 2 0 11 909 230 207
p 2 0 4 916 210 201
p 2 0 13 907 1111 212
p 2 0 11 909 239 209
p 2 0 2 918 209 200
p 2 0 18 902 1396 220
p 2 0 13 907 239 207
p 2 0 2 918 209 200
p 2 0 1 919 207 199
p 2 0 1 919 198 198
p 2 0 1 919 205 199
p 2 0 1 919 201 198
p 2 0 1 919 206 199
p 2 0 2 918 205 199
p 2 0 13 907 1265 215
p 2 0 8 912 230 203
p 2 0 4 916 213 201
p 2 2 9 909 1144 225
p 2 0 4 916 209 200
p 2 0 0 920 197 197
i 2 920 0 0 31672 3835
p 2 28 809 83 28088 1950
p 2 32 848 40 28831 2016
p 2 48 847 25 23747 2154
p 2 101 809 10 30588 2470
p 2 104 805 11 25916 2506
p 2 202 712 6 29565 2821
p 2 202 708 10 23180 2828
p 2 195 710 15 27723 2901
p 2 247 659 14 27847 3096
p 2 248 649 23 25855 3032
p 2 289 615 16 35579 3325
p 2 227 670 23 29009 2939
p 2 352 568 0 41701 3443
p 2 221 678 21 34218 2978
p 2 289 628 3 60117 3254
p 2 228 689 3 34118 2951
p 2 361 559 0 70321 3751
p 2 224 695 1 48903 3229
p 2 94 826 0 62878 2912
p 2 33 886 1 47404 2450
p 2 43 877 0 52362 2628
p 2 21 898 1 33414 2334
p 2 42 878 0 43410 2533
p 2 7 913 0 31997 2289
p 2 21 899 0 36394 2404
p 2 17 903 0 29991 2259
p 2 19 901 0 41029 2411
p 2 9 911 0 32303 2293
p 2 24 896 0 36160 2391
p 2 15 905 0 32196 2311
p 2 17 903 0 33168 2425
p 2 21 899 0 27289 2336
p 2 15 905 0 30881 2380
p 2 8 912 0 25050 2306
p 2 17 903 0 28811 2336
p 2 15 905 0 22906 2248
p 2 22 898 0 27120 2295
p 2 18 902 0 19606 2122
p 2 17 903 0 24439 2163
p 2 20 900 0 18006 2111
p 2 17 903 0 21944 2136
i 2 920 0 0 117369 5925
p 2 0 95 825 345 281
p 2 0 13 907 215 210
p 2 0 8 912 207 204
p 2 0 7 913 207 203
p 2 0 3 917 202 199
p 2 0 2 918 200 199
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 2 918 199 199
p 2 0 0 920 197 197
p 2 0 2 918 200 199
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 1 919 199 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 1 919 199 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
i 2 920 0 0 27446 3611
p 2 0 607 313 6042 899
p 2 0 571 349 6734 849
p 2 0 412 508 6818 676
p 2 0 437 483 6963 710
p 2 0 321 599 7104 605
p 2 0 329 591 7392 616
p 2 0 253 667 7341 551
p 2 0 256 664 7331 553
p 2 0 211 709 7916 517
p 2 0 198 722 7654 515
p 2 0 191 729 7797 510
p 2 0 170 750 8127 497
p 2 0 176 744 8038 510
p 2 0 211 709 8345 532
p 2 0 192 728 8690 527
p 2 0 198 722 8693 533
p 2 0 200 720 9039 543
p 2 0 215 705 9557 563
p 2 0 220 700 9551 580
p 2 0 216 704 9476 577
p 2 0 228 692 10176 588
p 2 0 227 693 9920 588
p 2 0 231 689 10270 599
p 2 0 250 670 10756 611
p 2 0 250 670 10781 618
p 2 0 269 651 10952 629
p 2 0 266 654 11871 632
p 2 0 275 645 11140 645
p 2 0 261 659 11588 640
p 2 0 268 652 12252 646
p 2 0 266 654 12069 656
p 2 0 260 660 12232 663
p 2 0 262 658 12611 660
p 2 0 271 649 12143 663
p 2 0 272 648 12405 668
p 2 0 281 639 13538 681
p 2 0 303 617 12797 692
p 2 0 304 616 12857 719
p 2 0 299 621 14304 716
p 2 0 300 620 13629 706
p 2 0 307 613 13845 720
p 2 0 310 610 14597 721
p 2 0 310 610 14147 727
p 2 0 316 604 14185 744
p 2 0 321 599 15464 751
p 2 0 327 593 14600 764
p 2 0 330 590 14922 766
p 2 71 363 486 39995 1512
p 2 0 265 655 1233 515
p 2 0 103 817 451 298
p 2 60 414 446 40242 1584
p 2 0 291 629 1445 546
p 2 0 159 761 665 365
p 2 178 447 295 47085 2229
p 2 0 322 598 1390 597
p 2 0 132 788 554 342
p 2 166 496 258 52312 2338
p 2 0 341 579 1481 591
p 2 0 129 791 534 328
p 2 92 557 271 50547 2060
p 2 0 389 531 1605 646
p 2 0 144 776 541 339
p 2 198 542 180 65242 2726
p 2 0 374 546 1636 630
p 2 0 184 736 693 381
p 2 170 584 166 63553 2725
p 2 0 433 487 1728 724
p 2 0 300 620 1116 517
i 2 920 0 0 59689 4575
p 2 0 72 848 305 266
p 2 0 20 900 228 216
i 2 920 0 0 30471 3569
p 2 1 544 375 7010 858
p 2 0 512 408 7406 792
p 2 0 369 551 7509 667
p 2 0 403 517 7360 690
p 2 0 290 630 7538 594
p 2 0 317 603 8527 630
p 2 0 233 687 7820 556
p 2 0 273 647 8350 584
p 2 0 221 699 8661 566
p 2 0 224 696 8518 559
p 2 0 205 715 8539 549
p 2 0 225 695 8969 560
p 2 0 211 709 8561 566
p 2 0 213 707 9102 565
p 2 0 210 710 10020 581
p 2 0 221 699 9390 596
p 2 0 226 694 9487 597
p 2 0 237 683 10189 613
p 2 0 243 677 9802 624
p 2 0 248 672 10132 631
p 2 0 251 669 10532 630
p 2 0 258 662 10259 640
p 2 0 268 652 10365 659
p 2 0 277 643 11491 680
p 2 0 293 627 10520 684
p 2 0 283 637 10817 690
p 2 0 286 634 11780 697
p 2 0 306 614 11275 715
p 2 0 310 610 11375 727
p 2 0 305 615 12372 725
p 2 0 306 614 11701 729
p 2 0 332 588 11970 765
p 2 0 342 578 13412 778
p 2 0 360 560 12103 792
p 2 0 337 583 12638 795
p 2 0 371 549 13795 822
p 2 0 370 550 12915 823
p 2 0 371 549 13121 833
p 2 0 399 521 14226 856
p 2 0 395 525 13333 870
p 2 0 423 497 14322 891
p 2 20 449 451 34766 1383
p 2 0 302 618 1388 557
p 2 0 173 747 586 363
p 2 33 486 401 37140 1517
p 2 0 328 592 1460 607
p 2 0 132 788 520 331
p 2 34 523 363 36756 1559
p 2 0 369 551 1626 632
p 2 0 150 770 604 347
p 2 21 556 343 40870 1597
p 2 0 387 533 1756 673
p 2 0 197 723 765 393
i 2 920 0 0 51632 4284
p 2 0 94 826 356 292
p 2 0 45 875 253 241
p 2 69 593 258 46670 1902
p 2 0 416 504 1772 682
p 2 0 146 774 592 342
p 2 49 610 261 46858 1859
p 2 0 409 511 1837 663
p 2 0 172 748 639 366
p 2 137 586 197 60284 2462
p 2 0 416 504 1751 685
p 2 0 148 772 570 345
p 2 153 600 167 63580 2560
p 2 0 423 497 1763 709
p 2 0 193 727 705 398
p 2 239 546 135 62196 2917
p 2 0 412 508 1659 683
p 2 0 187 733 635 377
p 2 199 602 119 66687 2833
p 2 0 441 479 1845 751
p 2 0 209 711 762 415
i 2 920 0 0 83676 4795
p 2 0 898 22 31529 1646
p 2 1 900 19 35583 1631
p 2 1 902 17 37327 1664
p 2 0 903 17 35547 1669
p 2 1 903 16 36312 1650
p 2 1 907 12 36177 1674
p 2 0 907 13 35787 1658
p 2 1 906 13 35370 1664
p 2 1 906 13 36730 1662
p 2 0 910 10 34975 1682
p 2 1 905 14 36418 1665
p 2 0 909 11 35648 1675
p 2 3 907 10 35022 1690
p 2 5 905 10 34750 1687
p 2 0 911 9 36263 1684
p 2 1 909 10 33576 1671
p 2 1 908 11 34607 1663
p 2 0 910 10 34168 1681
p 2 1 906 13 34315 1655
p 2 0 907 13 33590 1658
p 2 2 902 16 34432 1662
p 2 0 904 16 32971 1637
p 2 0 905 15 34646 1639
p 2 0 908 12 34040 1661
p 2 0 905 15 33669 1642
p 2 0 908 12 33536 1661
p 2 1 906 13 35094 1661
p 2 0 907 13 33021 1652
p 2 4 907 9 34246 1678
p 2 0 909 11 34242 1653
p 2 4 902 14 33906 1664
p 2 0 903 17 32800 1652
p 2 2 905 13 34119 1670
p 2 2 904 14 32583 1643
p 2 0 906 14 33772 1646
p 2 1 899 20 32640 1645
p 2 0 904 16 32449 1626
p 2 1 899 20 31902 1645
p 2 0 897 23 33457 1649
p 2 0 899 21 31413 1632
p 2 0 899 21 32423 1635
p 2 1 898 21 31806 1643
p 2 0 898 22 31107 1622
p 2 0 897 23 30746 1629
p 2 0 897 23 32176 1627
p 2 1 896 23 29899 1617
p 2 0 902 18 29908 1603
i 2 920 0 0 12560 3458
p 2 0 612 308 847 728
p 2 15 574 331 2119 749
p 2 0 351 569 488 476
p 2 48 412 460 4865 802
p 2 0 249 671 461 400
p 2 38 299 583 5707 763
p 2 0 143 777 417 331
p 2 51 262 607 6648 840
p 2 0 127 793 426 321
p 2 35 261 624 7675 791
p 2 0 152 768 530 363
p 2 18 289 613 5955 744
p 2 0 151 769 508 345
p 2 17 285 618 6305 754
p 2 0 179 741 629 381
p 2 2 302 616 6726 744
p 2 0 153 767 553 358
p 2 2 278 640 6120 696
p 2 0 167 753 535 366
p 2 0 91 829 315 278
p 2 29 258 633 8650 836
p 2 0 181 739 574 372
p 2 0 88 832 329 279
p 2 74 295 551 10294 1082
p 2 0 170 750 592 385
p 2 0 136 784 410 321
p 2 71 341 508 10469 1191
p 2 0 190 730 652 401
p 2 0 124 796 387 314
p 2 59 330 531 10470 1104
p 2 0 217 703 686 451
p 2 0 124 796 366 308
p 2 50 203 667 6994 787
p 2 0 118 802 472 332
p 2 0 68 852 316 265
i 2 920 0 0 55525 4822
p 2 462 437 21 68509 4218
p 2 387 527 6 67507 3912
p 2 248 669 3 55621 3151
p 2 132 786 2 37097 2395
p 2 138 780 2 42522 2425
p 2 159 758 3 41309 2500
p 2 114 803 3 35270 2172
p 2 89 831 0 31820 2147
p 2 64 856 0 28115 2081
p 2 48 872 0 25035 1933
p 2 32 888 0 25525 1752
p 2 0 706 214 8887 986
p 2 0 434 486 929 606
p 2 0 397 523 662 557
p 2 3 317 600 5999 540
p 2 0 343 577 750 510
p 2 0 263 657 524 421
p 2 1 252 667 5143 478
p 2 0 205 715 537 380
p 2 0 198 722 483 368
p 2 3 158 759 4146 388
p 2 0 221 699 636 394
p 2 0 137 783 410 313
p 2 3 153 764 2687 370
p 2 0 110 810 358 287
p 2 0 132 788 431 315
p 2 0 95 825 2509 303
p 2 0 64 856 329 253
p 2 0 44 876 264 235
p 2 3 140 777 2287 364
p 2 0 78 842 345 270
p 2 0 101 819 340 283
p 2 2 57 861 1287 275
p 2 0 61 859 286 254
p 2 0 30 890 234 225
p 2 1 74 845 551 275
p 2 0 40 880 260 233
p 2 0 36 884 236 226
p 2 0 14 906 257 207
p 2 0 24 896 227 217
p 2 0 12 908 211 206
p 2 0 12 908 254 205
p 2 0 13 907 214 207
p 2 0 4 916 200 200
p 2 0 7 913 265 202
p 2 0 5 915 216 201
p 2 0 3 917 206 199
p 2 0 13 907 262 207
p 2 0 2 918 200 198
p 2 0 2 918 199 199
p 2 0 16 904 251 209
p 2 0 10 910 214 206
p 2 0 7 913 202 202
p 2 0 4 916 234 201
p 2 0 4 916 204 201
p 2 0 1 919 198 198
p 2 0 4 916 232 200
p 2 0 2 918 203 199
p 2 0 1 919 198 198
p 2 7 35 878 1350 301
p 2 0 31 889 294 231
p 2 12 60 848 2111 388
p 2 0 38 882 308 234
p 2 32 89 799 3035 564
p 2 0 74 846 334 270
p 2 10 92 818 1366 439
p 2 0 71 849 315 267
p 2 1 59 860 488 289
p 2 0 49 871 248 241
p 2 0 54 866 257 246
p 2 0 29 891 231 223
p 2 0 47 873 552 241
p 2 0 33 887 613 238
p 2 0 35 885 772 240
p 2 0 31 889 789 244
p 2 0 45 875 865 261
p 2 0 26 894 864 246
p 2 0 36 884 827 255
p 2 0 32 888 877 251
p 2 0 49 871 1062 260
p 2 0 35 885 792 254
p 2 0 43 877 883 258
p 2 3 46 871 1694 286
p 2 1 56 863 1713 303
p 2 0 54 866 1460 289
p 2 0 63 857 1916 291
p 2 1 85 834 2120 350
p 2 0 72 848 2145 345
p 2 1 81 838 2417 345
p 2 2 78 840 3092 362
p 2 1 87 832 2961 373
p 2 4 119 797 3554 427
p 2 2 111 807 4265 428
p 2 1 126 793 4218 435
p 2 1 142 777 4225 459
i 2 920 0 0 127130 6002
p 2 0 86 834 334 272
p 2 0 17 903 226 211
p 2 0 3 917 202 201
p 2 0 9 911 207 204
p 2 0 1 919 198 198
p 2 0 2 918 201 199
p 2 0 0 920 197 197
p 2 0 2 918 200 199
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 4 916 204 201
p 2 3 9 908 814 227
p 2 1 12 907 1051 228
p 2 1 20 899 1294 239
p 2 0 20 900 1349 232
p 2 0 19 901 1653 236
p 2 1 26 893 2042 244
p 2 1 27 892 1568 238
p 2 0 31 889 1520 239
p 2 0 27 893 1731 237
p 2 1 26 893 1708 248
p 2 1 35 884 1755 256
p 2 0 60 860 2304 274
p 2 0 66 854 2462 277
p 2 1 45 874 2470 265
p 2 2 46 872 2482 277
p 2 1 50 869 2479 275
p 2 0 51 869 2213 269
p 2 0 51 869 1685 275
p 2 0 50 870 2233 278
p 2 3 79 838 3790 346
p 2 1 90 829 5030 358
p 2 1 89 830 5472 348
p 2 2 98 820 5238 374
p 2 1 100 819 5312 361
p 2 2 106 812 5109 363
p 2 1 102 817 5037 361
p 2 1 98 821 5162 355
p 2 2 104 814 5416 380
p 2 3 105 812 5303 387
p 2 0 93 827 5227 363
p 2 1 112 807 6228 389
p 2 1 117 802 6435 387
p 2 1 151 768 6828 421
p 2 1 131 788 6324 408
p 2 1 136 783 6815 425
p 2 2 201 717 7677 499
p 2 2 160 758 8088 470
p 2 1 152 767 8753 460
p 2 2 166 752 9542 493
p 2 1 160 759 9202 471
p 2 1 180 739 9053 476
p 2 2 167 751 9635 487
p 2 1 167 752 9917 472
p 2 3 173 744 10355 480
p 2 0 188 732 10381 484
p 2 0 178 742 9712 470
p 2 2 177 741 9334 482
p 2 2 179 739 9730 481
p 2 1 179 740 9691 486
p 2 1 168 751 9422 474
p 2 2 188 730 10029 510
p 2 0 179 741 9912 486
p 2 2 186 732 10371 487
p 2 1 178 741 9438 468
p 2 1 193 726 10435 485
p 2 3 192 725 11058 514
p 2 2 196 722 10822 522
p 2 2 190 728 11671 513
p 2 0 197 723 11408 503
p 2 3 194 723 12115 532
p 2 3 208 709 12924 555
p 2 4 212 704 13902 573
p 2 6 230 684 14223 604
p 2 1 227 692 13491 566
p 2 2 225 693 12957 577
p 2 6 203 711 12471 565
p 2 3 229 688 12521 570
p 2 2 232 686 12651 559
p 2 4 219 697 13168 565
p 2 1 239 680 13511 564
i 2 920 0 0 27955 3629
p 2 1 745 174 13181 1279
p 2 1 806 113 13257 1300
p 2 0 837 83 16363 1355
p 2 0 841 79 14586 1333
p 2 0 853 67 12970 1345
p 2 0 870 50 12119 1331
p 2 0 849 71 12828 1300
p 2 1 876 43 12453 1320
p 2 1 864 55 13811 1349
p 2 0 888 32 14789 1356
p 2 0 878 42 16128 1340
p 2 1 880 39 17309 1399
p 2 3 889 28 18127 1429
p 2 0 880 40 18649 1378
p 2 0 886 34 19738 1396
p 2 0 893 27 17951 1402
p 2 2 890 28 16504 1399
p 2 2 892 26 17585 1427
p 2 1 881 38 17029 1394
p 2 1 888 31 15333 1333
p 2 0 891 29 14087 1328
p 2 0 889 31 10237 1287
p 2 1 892 27 14933 1339
p 2 1 884 35 16239 1351
p 2 4 871 45 16737 1387
p 2 0 870 50 14740 1324
p 2 1 860 59 13810 1282
p 2 0 846 74 9536 1206
p 2 0 854 66 10001 1218
p 2 0 848 72 13705 1248
p 2 0 829 91 12954 1219
p 2 0 796 124 11431 1146
p 2 0 778 142 10232 1077
p 2 0 742 178 12242 1069
p 2 0 703 217 10592 983
p 2 0 462 458 1725 652
p 2 0 310 610 681 473
p 2 0 214 706 496 383
p 2 0 220 700 907 389
p 2 0 174 746 441 351
p 2 0 152 768 368 323
p 2 0 112 808 759 297
p 2 0 81 839 305 271
p 2 0 128 792 395 308
p 2 0 95 825 750 284
p 2 0 125 795 325 299
p 2 0 75 845 281 256
p 2 0 117 803 779 302
p 2 0 90 830 328 275
p 2 0 84 836 292 262
p 2 0 105 815 708 282
p 2 0 75 845 294 256
p 2 0 88 832 337 269
p 2 0 89 831 705 274
p 2 0 68 852 271 251
p 2 0 46 874 250 233
p 2 0 50 870 698 245
p 2 0 58 862 265 245
p 2 0 79 841 273 261
p 2 0 46 874 775 241
p 2 0 66 854 282 251
p 2 0 95 825 291 272
p 2 0 76 844 679 263
p 2 0 86 834 292 264
p 2 0 35 885 246 227
p 2 0 49 871 650 242
p 2 0 56 864 271 244
p 2 0 46 874 260 237
p 2 0 86 834 686 269
p 2 0 52 868 267 238
p 2 0 37 883 243 228
p 2 0 67 853 675 257
p 2 0 74 846 278 257
p 2 0 48 872 256 233
p 2 0 50 870 648 244
p 2 0 49 871 276 239
p 2 0 54 866 255 239
p 2 0 41 879 706 241
p 2 0 67 853 292 251
p 2 0 54 866 269 241
i 2 920 0 0 115907 5901
p 2 0 75 845 317 265
p 2 0 13 907 210 207
p 2 0 12 908 274 209
p 2 0 8 912 210 205
p 2 0 6 914 206 203
p 2 0 6 914 324 201
p 2 0 7 913 210 204
p 2 0 1 919 198 198
p 2 0 3 917 200 200
p 2 0 1 919 198 198
p 2 0 4 916 202 202
p 2 0 1 919 198 198
p 2 0 2 918 199 199
p 2 0 2 918 199 199
p 2 0 6 914 309 202
p 2 0 3 917 201 200
p 2 0 3 917 201 200
p 2 0 2 918 258 199
p 2 0 0 920 197 197
p 2 0 2 918 202 199
p 2 0 2 918 248 198
p 2 0 1 919 200 198
p 2 0 0 920 197 197
p 2 0 2 918 316 200
p 2 0 1 919 202 198
p 2 0 2 918 200 199
p 2 0 4 916 305 200
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 2 918 304 200
p 2 0 2 918 201 199
p 2 0 2 918 200 198
