# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 918 2 22468 1423
p 2 0 917 3 23400 1423
p 2 0 916 4 22095 1407
p 2 0 919 1 23125 1408
p 2 0 917 3 22529 1404
p 2 0 917 3 21809 1393
p 2 0 912 8 23096 1401
p 2 0 916 4 22853 1413
p 2 0 920 0 23065 1422
p 2 0 917 3 22017 1387
p 2 0 915 5 22542 1409
p 2 0 920 0 21970 1402
p 2 0 918 2 22283 1410
p 2 0 920 0 23135 1409
p 2 0 917 3 21421 1391
p 2 0 916 4 22641 1411
p 2 0 919 1 21818 1410
p 2 0 915 5 22368 1402
p 2 0 916 4 22415 1391
p 2 0 919 1 21717 1389
p 2 0 918 2 22566 1416
p 2 0 919 1 21572 1400
p 2 0 919 1 21964 1401
p 2 0 918 2 23188 1402
p 2 0 918 2 22101 1403
p 2 0 918 2 22843 1404
p 2 0 914 6 22347 1407
p 2 0 917 3 22974 1407
p 2 0 916 4 22362 1389
p 2 0 920 0 21569 1386
p 2 0 917 3 22308 1403
p 2 0 920 0 22190 1400
p 2 0 918 2 22211 1407
p 2 0 918 2 22219 1395
p 2 0 920 0 22441 1409
p 2 0 920 0 21954 1400
p 2 0 918 2 22085 1392
p 2 0 920 0 22938 1408
p 2 0 919 1 21465 1401
p 2 0 920 0 21973 1393
p 2 0 918 2 21747 1388
p 2 0 919 1 22027 1408
p 2 0 919 1 20378 1381
p 2 0 920 0 21086 1392
p 2 0 919 1 21529 1392
p 2 0 920 0 20801 1393
p 2 0 917 3 20491 1386
p 2 0 919 1 21271 1397
p 2 0 918 2 20433 1380
p 2 0 919 1 20709 1377
p 2 0 917 3 20073 1382
p 2 0 920 0 20572 1383
p 2 0 919 1 20165 1383
p 2 0 916 4 19310 1354
p 2 0 918 2 19706 1374
p 2 0 920 0 19506 1375
p 2 0 919 1 19667 1379
p 2 0 919 1 19953 1370
p 2 0 919 1 19293 1362
p 2 0 920 0 19410 1376
p 2 0 917 3 19081 1383
p 2 0 919 1 19955 1377
p 2 0 920 0 20078 1380
p 2 0 918 2 18824 1364
p 2 0 919 1 20365 1385
p 2 0 919 1 19063 1355
p 2 0 920 0 19613 1368
p 2 0 920 0 19583 1361
p 2 0 920 0 20153 1395
p 2 0 920 0 19348 1368
p 2 0 917 3 19756 1394
p 2 0 918 2 20817 1389
p 2 0 919 1 19232 1346
p 2 0 918 2 19589 1372
p 2 0 920 0 20328 1376
p 2 0 920 0 20084 1356
p 2 0 916 4 20066 1370
p 2 0 920 0 19064 1354
p 2 0 915 5 20776 1375
p 2 0 916 4 19921 1361
p 2 0 918 2 20342 1375
p 2 0 917 3 20116 1359
p 2 0 915 5 20255 1351
p 2 0 918 2 20172 1375
p 2 0 913 7 19833 1371
p 2 0 918 2 19867 1375
p 2 0 916 4 20007 1367
p 2 0 917 3 20176 1374
p 2 0 918 2 20747 1364
p 2 0 918 2 20556 1371
i 2 920 0 0 55073 4483
p 2 0 872 48 19457 1396
p 2 0 886 34 21422 1375
p 2 0 880 40 21547 1394
p 2 0 883 37 21548 1400
p 2 0 883 37 21840 1397
p 2 0 895 25 22347 1441
p 2 0 887 33 22113 1426
p 2 0 893 27 22170 1425
p 2 1 889 30 22154 1427
p 2 0 891 29 22222 1443
p 2 0 891 29 22121 1432
p 2 0 900 20 22310 1439
p 2 0 886 34 22454 1431
p 2 0 889 31 22302 1441
p 2 0 886 34 22387 1424
p 2 0 887 33 22652 1438
p 2 0 889 31 22877 1443
p 2 0 899 21 22776 1441
p 2 0 884 36 22542 1413
p 2 0 896 24 22648 1434
p 2 1 891 28 22800 1434
p 2 0 900 20 22474 1456
p 2 0 889 31 22341 1429
p 2 0 886 34 22838 1444
p 2 0 880 40 22700 1430
p 2 0 883 37 22773 1427
p 2 0 884 36 22880 1419
p 2 0 886 34 23075 1434
p 2 0 891 29 22986 1426
p 2 0 896 24 23435 1433
p 2 0 903 17 23252 1453
p 2 0 896 24 23398 1439
p 2 0 897 23 23088 1432
p 2 0 899 21 23211 1437
p 2 0 890 30 23410 1443
p 2 0 890 30 23346 1439
p 2 0 889 31 23558 1433
p 2 0 890 30 24009 1450
p 2 0 885 35 24069 1452
p 2 0 898 22 23992 1448
p 2 0 894 26 24112 1448
p 2 0 900 20 24023 1444
p 2 0 893 27 24328 1447
p 2 0 902 18 23904 1474
p 2 0 887 33 24257 1450
p 2 0 898 22 24125 1470
p 2 0 891 29 24345 1451
p 2 0 894 26 24579 1459
p 2 0 895 25 24454 1472
p 2 0 897 23 24929 1477
p 2 0 893 27 25017 1456
p 2 0 887 33 25075 1459
p 2 0 883 37 24862 1435
p 2 0 881 39 25087 1461
p 2 0 891 29 24900 1469
p 2 0 893 27 24865 1485
p 2 0 888 32 25055 1485
p 2 0 884 36 25126 1460
p 2 0 890 30 25172 1474
p 2 0 881 39 25414 1471
p 2 0 894 26 25681 1491
p 2 0 886 34 25510 1470
p 2 0 889 31 25725 1468
p 2 0 891 29 25751 1476
p 2 0 895 25 25775 1489
p 2 0 895 25 26171 1497
p 2 0 890 30 26106 1497
p 2 0 892 28 26106 1499
p 2 0 893 27 26365 1512
p 2 0 889 31 26302 1494
p 2 0 887 33 26256 1498
p 2 0 897 23 26802 1514
p 2 0 889 31 26359 1494
p 2 0 899 21 26363 1504
p 2 0 901 19 26843 1499
p 2 0 885 35 26464 1491
p 2 0 889 31 26553 1502
p 2 0 891 29 26712 1505
p 2 0 883 37 26765 1508
p 2 0 888 32 26511 1508
p 2 0 880 40 26873 1487
p 2 0 895 25 26705 1526
p 2 0 882 38 26830 1506
p 2 0 902 18 26730 1524
p 2 0 899 21 26779 1515
p 2 0 897 23 26736 1497
p 2 0 893 27 27169 1514
p 2 0 898 22 26499 1518
p 2 0 886 34 27179 1515
p 2 0 894 26 26813 1530
p 2 0 889 31 26423 1494
p 2 0 896 24 26597 1516
p 2 0 904 16 26611 1545
p 2 0 907 13 26593 1544
i 2 920 0 0 94840 5167
p 2 0 920 0 7886 1297
p 2 1 919 0 7912 1262
p 2 0 920 0 8631 1310
p 2 0 920 0 8671 1294
p 2 2 918 0 9491 1324
p 2 1 919 0 9255 1317
p 2 0 920 0 9479 1329
p 2 0 920 0 9265 1317
p 2 0 920 0 9425 1349
p 2 0 920 0 9136 1334
p 2 1 919 0 9602 1348
p 2 2 918 0 9773 1344
p 2 1 919 0 10189 1371
p 2 2 918 0 9895 1354
p 2 0 920 0 10257 1346
p 2 0 920 0 9985 1338
p 2 1 919 0 10082 1356
p 2 0 920 0 10090 1355
p 2 1 919 0 10497 1354
p 2 0 920 0 10383 1332
p 2 1 919 0 10776 1370
p 2 1 919 0 10541 1352
p 2 0 920 0 10037 1349
p 2 0 920 0 10148 1343
p 2 0 920 0 9978 1331
p 2 0 920 0 10397 1347
p 2 0 920 0 9682 1329
p 2 1 919 0 10305 1343
p 2 0 920 0 10594 1362
p 2 2 918 0 10167 1328
p 2 1 919 0 9822 1333
p 2 0 920 0 10314 1336
p 2 0 920 0 10216 1328
p 2 2 918 0 10662 1358
p 2 1 919 0 10351 1340
p 2 0 920 0 10378 1345
p 2 2 918 0 10454 1354
p 2 0 920 0 10239 1337
p 2 0 920 0 10862 1352
p 2 1 919 0 10071 1344
p 2 1 919 0 10506 1342
p 2 0 920 0 10077 1321
p 2 0 920 0 10622 1346
p 2 1 919 0 10136 1345
p 2 1 919 0 10174 1342
p 2 3 917 0 10308 1335
p 2 1 919 0 10609 1348
p 2 1 918 1 10496 1337
p 2 2 917 1 10498 1336
p 2 1 919 0 10083 1342
p 2 0 920 0 10207 1328
p 2 0 920 0 10023 1336
p 2 1 919 0 10102 1337
p 2 1 919 0 10301 1344
p 2 2 918 0 10059 1353
p 2 0 920 0 9797 1349
p 2 2 918 0 9760 1344
p 2 0 920 0 9907 1339
p 2 2 918 0 9629 1335
p 2 0 920 0 9482 1336
p 2 0 920 0 10367 1368
