# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 1 600 319 5068 878
p 2 0 512 408 4511 764
p 2 1 570 349 4227 833
p 2 0 564 356 4289 834
p 2 0 534 386 4015 799
p 2 0 463 457 3930 739
p 2 0 519 401 3547 767
p 2 0 418 502 2955 667
p 2 0 445 475 2506 673
p 2 0 427 493 2166 665
p 2 0 432 488 2027 666
p 2 0 440 480 1716 670
p 2 0 451 469 1382 655
p 2 0 388 532 1377 604
p 2 0 443 477 1380 666
p 2 0 392 528 1357 628
p 2 0 429 491 1446 652
p 2 0 373 547 1212 595
p 2 0 403 517 1224 623
p 2 0 389 531 1362 630
p 2 0 407 513 1253 624
p 2 0 344 576 1135 572
p 2 0 418 502 1226 648
p 2 0 759 161 3588 1098
p 2 0 623 297 1967 886
p 2 0 479 441 1417 719
p 2 0 496 424 1476 730
p 2 0 495 425 1511 730
p 2 0 471 449 1469 698
p 2 0 432 488 1369 663
p 2 1 468 451 1423 703
p 2 0 400 520 1183 635
p 2 0 452 468 1366 689
p 2 0 411 509 1382 654
p 2 0 454 466 1311 673
p 2 1 402 517 1372 645
p 2 0 404 516 1297 639
p 2 0 412 508 1368 651
p 2 0 435 485 1530 693
p 2 0 366 554 1415 626
p 2 51 454 415 3239 1037
p 2 46 466 408 4746 981
p 2 36 481 403 5973 963
p 2 35 479 406 6502 931
p 2 31 481 408 6947 939
p 2 30 486 404 7115 934
p 2 29 496 395 7437 939
p 2 28 465 427 7432 924
p 2 1 520 399 4168 839
p 2 0 457 463 3592 736
p 2 1 464 455 3900 751
p 2 0 430 490 4485 709
p 2 0 397 523 4860 657
p 2 1 408 511 5320 696
p 2 0 424 496 4489 682
p 2 0 343 577 4061 610
p 2 0 336 584 3743 588
p 2 0 297 623 3481 558
p 2 0 317 603 3491 582
p 2 0 322 598 3679 593
p 2 0 334 586 3462 598
p 2 0 309 611 2962 556
p 2 0 328 592 2534 559
p 2 0 301 619 2074 526
p 2 0 334 586 1935 569
p 2 0 318 602 1877 568
p 2 0 327 593 1605 575
p 2 0 366 554 1540 614
p 2 0 367 553 1565 607
p 2 0 344 576 1439 593
p 2 0 340 580 1181 571
p 2 0 720 200 3883 1065
p 2 0 545 375 1872 793
p 2 0 425 495 1488 681
p 2 0 404 516 1569 660
p 2 1 439 480 1711 708
p 2 0 366 554 1447 640
p 2 0 326 594 1312 572
p 2 0 350 570 1345 594
p 2 0 333 587 1202 571
p 2 0 354 566 1210 588
p 2 0 299 621 1164 530
p 2 0 310 610 1080 543
p 2 0 298 622 1167 534
p 2 0 303 617 1105 537
p 2 0 278 642 1153 542
p 2 0 309 611 1143 552
p 2 0 278 642 1019 517
p 2 0 291 629 1160 535
p 2 0 298 622 1052 534
p 2 0 307 613 1026 539
p 2 1 308 611 1144 556
p 2 0 303 617 1004 527
p 2 0 269 651 956 500
p 2 1 318 601 1040 548
p 2 0 263 657 986 500
p 2 0 297 623 1076 534
p 2 0 258 662 1019 494
p 2 0 302 618 963 530
p 2 0 276 644 983 499
p 2 0 284 636 917 486
p 2 0 247 673 1025 479
p 2 0 280 640 950 498
p 2 0 244 676 968 481
p 2 0 305 615 1194 551
p 2 0 269 651 1080 513
p 2 0 287 633 1068 522
p 2 0 298 622 1175 540
p 2 0 290 630 1088 526
p 2 1 305 614 1293 568
p 2 0 316 604 1166 549
p 2 0 264 656 1073 504
p 2 0 332 588 1248 570
p 2 0 307 613 1256 562
p 2 0 314 606 1198 559
p 2 0 300 620 1206 562
p 2 1 316 603 1188 569
p 2 0 351 569 1339 599
p 2 0 324 596 1232 567
p 2 0 705 215 2888 1028
p 2 0 510 410 1541 743
p 2 0 392 528 1324 630
p 2 0 367 553 1303 611
p 2 0 360 560 1472 596
p 2 1 350 569 1375 589
p 2 0 301 619 1163 536
p 2 0 326 594 1239 569
p 2 0 287 633 1083 513
p 2 0 318 602 1264 553
p 2 0 281 639 1177 525
p 2 0 322 598 1189 552
p 2 0 271 649 1261 522
p 2 0 310 610 1242 555
p 2 0 303 617 1162 545
p 2 0 306 614 1117 539
p 2 0 246 674 933 478
p 2 0 287 633 998 520
p 2 0 218 702 908 456
p 2 0 236 684 893 452
p 2 0 245 675 912 467
p 2 0 262 658 1065 489
p 2 0 251 669 1180 493
p 2 0 295 625 1337 557
p 2 1 238 681 1109 487
p 2 0 256 664 1103 498
p 2 0 230 690 939 459
p 2 0 248 672 931 469
p 2 0 246 674 992 472
p 2 0 240 680 1071 480
p 2 0 249 671 1222 511
p 2 0 261 659 1251 523
p 2 0 242 678 1154 497
p 2 0 274 646 1123 518
p 2 0 272 648 1218 509
p 2 0 275 645 1176 520
p 2 0 247 673 1196 506
p 2 0 285 635 1114 505
p 2 0 256 664 1103 493
p 2 0 277 643 1399 540
p 2 0 278 642 1305 541
p 2 0 308 612 1296 554
p 2 0 248 672 1069 488
p 2 0 329 591 1107 559
p 2 0 294 626 1101 529
p 2 0 312 608 1108 553
p 2 0 270 650 1139 518
p 2 0 313 607 1241 559
p 2 0 562 358 2115 857
p 2 0 424 496 1436 677
p 2 0 343 577 1234 590
p 2 0 348 572 1270 614
p 2 0 312 608 1151 545
p 2 0 333 587 1123 567
p 2 0 290 630 1231 555
p 2 0 332 588 1286 589
p 2 0 284 636 1130 533
p 2 0 315 605 1181 558
p 2 0 265 655 1076 517
p 2 0 313 607 1258 566
p 2 0 311 609 1396 571
p 2 0 297 623 1216 551
p 2 0 317 603 1281 565
p 2 0 345 575 1290 604
p 2 0 332 588 1287 592
p 2 0 346 574 1303 603
p 2 0 305 615 1277 616
p 2 1 306 613 1142 581
p 2 0 278 642 1012 522
p 2 0 308 612 963 534
p 2 0 260 660 978 497
p 2 0 315 605 1221 557
p 2 0 289 631 1099 532
p 2 0 318 602 1086 555
p 2 0 286 634 1151 543
p 2 0 330 590 1157 572
p 2 0 305 615 1069 536
p 2 0 323 597 1090 545
p 2 0 276 644 1133 529
p 2 0 327 593 1159 565
p 2 0 290 630 1103 526
p 2 0 295 625 1088 533
p 2 0 287 633 1012 518
p 2 0 314 606 1144 558
p 2 0 301 619 1194 547
p 2 0 322 598 1144 556
p 2 0 307 613 1191 544
p 2 0 343 577 1381 593
p 2 0 343 577 1266 581
p 2 0 341 579 1282 592
p 2 0 316 604 1268 587
p 2 0 328 592 1233 573
p 2 0 313 607 1212 553
p 2 0 325 595 1182 573
p 2 1 322 597 1090 556
p 2 0 356 564 1277 614
p 2 0 564 356 2175 878
p 2 0 481 439 1529 730
p 2 0 379 541 1198 614
p 2 0 380 540 1127 602
p 2 0 378 542 1172 604
p 2 0 328 592 1078 553
p 2 0 300 620 1077 539
p 2 0 349 571 1182 586
p 2 0 293 627 1087 538
p 2 0 330 590 1101 553
p 2 0 309 611 1106 535
p 2 0 311 609 1061 524
p 2 0 302 618 1065 527
p 2 0 294 626 1050 518
p 2 0 293 627 966 511
p 2 0 351 569 1143 575
p 2 0 288 632 1080 519
p 2 0 302 618 1064 536
p 2 0 263 657 926 490
p 2 0 285 635 890 489
p 2 0 285 635 970 501
p 2 0 282 638 933 507
p 2 0 274 646 992 511
p 2 0 278 642 1020 514
p 2 1 219 700 860 450
p 2 0 272 648 845 477
p 2 0 239 681 806 448
p 2 0 247 673 884 471
p 2 0 287 633 1083 518
p 2 0 276 644 1095 513
p 2 0 284 636 1010 506
p 2 0 297 623 1127 531
p 2 0 298 622 1035 531
p 2 0 303 617 1076 528
p 2 0 305 615 1092 547
p 2 0 330 590 1194 562
p 2 0 331 589 1292 579
p 2 0 337 583 1229 577
p 2 1 348 571 1465 608
p 2 0 371 549 1520 626
p 2 0 344 576 1353 596
p 2 0 356 564 1397 613
p 2 0 313 607 1306 573
p 2 0 356 564 1305 613
p 2 0 326 594 1337 581
p 2 0 356 564 1217 595
p 2 0 301 619 1301 561
p 2 0 349 571 1250 587
p 2 0 555 365 2077 837
p 2 0 459 461 1569 715
p 2 0 376 544 1504 637
p 2 0 397 523 1444 643
p 2 0 359 561 1451 621
p 2 0 363 557 1377 611
p 2 0 324 596 1270 570
p 2 0 363 557 1376 616
p 2 0 324 596 1285 568
p 2 0 343 577 1306 591
p 2 0 313 607 1197 558
p 2 0 325 595 1255 577
p 2 0 328 592 1213 566
p 2 0 325 595 1084 564
p 2 0 319 601 1118 560
p 2 0 308 612 1140 562
p 2 0 274 646 986 501
p 2 0 314 606 1160 567
p 2 0 283 637 1092 529
p 2 0 305 615 1130 541
p 2 0 330 590 1076 551
p 2 0 324 596 1082 565
p 2 0 289 631 1012 516
p 2 0 303 617 1081 538
p 2 0 310 610 1027 531
p 2 0 299 621 1030 524
p 2 0 270 650 1051 509
p 2 0 298 622 1241 553
p 2 0 304 616 1166 542
p 2 0 300 620 1121 541
p 2 0 309 611 1300 564
p 2 0 305 615 1241 547
p 2 0 312 608 1226 563
p 2 0 342 578 1381 600
p 2 0 306 614 1318 564
p 2 0 316 604 1229 563
p 2 0 311 609 1197 559
p 2 0 323 597 1154 560
p 2 0 308 612 1225 548
p 2 0 308 612 1229 550
p 2 0 290 630 1333 559
p 2 0 345 575 1458 606
p 2 0 325 595 1497 614
p 2 0 323 597 1337 591
p 2 0 326 594 1247 576
p 2 0 338 582 1214 584
p 2 1 310 609 1215 554
p 2 0 381 539 1371 630
p 2 0 673 247 2622 982
p 2 0 488 432 1736 779
p 2 0 384 536 1371 646
p 2 0 363 557 1295 609
p 2 0 344 576 1318 587
p 2 1 353 566 1154 596
p 2 0 336 584 1107 560
p 2 0 358 562 1161 573
p 2 0 295 625 1086 537
p 2 0 307 613 1072 542
p 2 0 268 652 949 503
p 2 0 260 660 942 506
p 2 0 307 613 1036 537
p 2 0 316 604 1064 547
p 2 0 259 661 991 495
p 2 0 290 630 1080 523
p 2 0 264 656 1022 495
p 2 0 296 624 1017 524
p 2 0 271 649 1022 511
p 2 0 299 621 1048 542
p 2 0 285 635 1116 543
p 2 0 289 631 1076 535
p 2 0 277 643 1105 521
p 2 0 325 595 1279 588
p 2 0 279 641 1059 525
p 2 0 326 594 1191 576
p 2 0 272 648 1106 523
p 2 0 312 608 1116 550
p 2 0 301 619 1277 552
p 2 0 338 582 1258 580
p 2 0 310 610 1246 577
p 2 0 250 670 567 439
p 2 0 297 623 1104 532
p 2 0 609 311 2225 880
p 2 0 391 529 1252 619
p 2 0 341 579 1039 554
p 2 0 298 622 1069 519
p 2 0 321 599 1199 555
p 2 0 310 610 1239 550
p 2 0 326 594 1173 571
p 2 0 314 606 1384 578
p 2 1 337 582 1393 592
p 2 0 336 584 1248 576
p 2 0 340 580 1276 590
p 2 0 322 598 1234 571
p 2 0 316 604 1242 554
p 2 0 312 608 1238 548
p 2 0 325 595 1229 564
p 2 0 552 368 1968 811
p 2 0 388 532 1360 628
p 2 0 336 584 1438 608
p 2 0 363 557 1504 619
p 2 0 362 558 1305 617
p 2 0 371 549 1259 600
p 2 0 336 584 1356 605
p 2 0 383 537 1519 648
p 2 0 342 578 1544 624
p 2 0 362 558 1331 619
p 2 0 294 626 1082 529
p 2 0 319 601 1075 543
p 2 0 309 611 1135 543
p 2 0 307 613 1130 553
p 2 0 277 643 1123 536
p 2 0 274 646 1051 525
p 2 0 283 637 1022 520
p 2 0 316 604 1071 554
p 2 1 270 649 971 507
p 2 0 289 631 1045 518
p 2 0 277 643 1066 512
p 2 0 304 616 981 525
p 2 1 270 649 996 508
p 2 0 309 611 1070 536
p 2 0 261 659 1064 502
p 2 0 313 607 1137 533
p 2 0 285 635 1070 529
p 2 0 302 618 1118 561
p 2 0 291 629 1114 538
p 2 0 293 627 1031 514
p 2 0 292 628 1080 526
p 2 0 294 626 1206 534
p 2 0 297 623 1111 538
p 2 0 296 624 970 514
p 2 0 290 630 950 506
p 2 0 287 633 962 498
p 2 0 276 644 1064 516
p 2 0 287 633 1040 515
p 2 0 258 662 933 476
p 2 0 274 646 867 488
p 2 0 233 687 862 460
p 2 0 277 643 1023 515
p 2 0 242 678 951 474
p 2 0 262 658 946 492
p 2 0 230 690 982 475
p 2 0 273 647 938 498
p 2 0 247 673 899 469
p 2 0 286 634 1014 512
p 2 0 520 400 1781 777
p 2 0 370 550 1266 606
p 2 0 338 582 1111 574
p 2 0 318 602 1138 547
p 2 0 282 638 1068 513
p 2 0 319 601 1101 546
p 2 0 283 637 1078 514
p 2 0 294 626 1009 511
p 2 0 258 662 990 491
p 2 0 299 621 1092 532
p 2 0 247 673 1109 502
p 2 0 276 644 1044 509
p 2 0 285 635 1056 519
p 2 0 248 672 932 478
p 2 0 285 635 1038 517
p 2 0 282 638 1027 523
p 2 0 280 640 1054 513
p 2 0 308 612 1191 553
p 2 0 283 637 1066 510
p 2 0 276 644 1150 509
p 2 0 278 642 1155 512
p 2 0 284 636 1149 521
p 2 0 302 618 1163 540
p 2 0 283 637 1074 518
p 2 0 252 668 941 478
