# XviD 2pass stat file (core version 1.3.7)
# Please do not modify this file

p 2 0 155 765 4407 394
p 2 0 136 784 2584 364
p 2 0 200 720 3045 425
p 2 0 152 768 3961 395
p 2 1 114 805 3018 356
p 2 0 140 780 3017 374
p 2 0 157 763 4960 409
p 2 0 123 797 3021 375
p 2 1 98 821 2975 350
p 2 1 112 807 4230 384
p 2 1 87 832 3478 348
p 2 0 87 833 3473 347
p 2 0 97 823 5656 375
p 2 0 90 830 3617 346
p 2 0 84 836 4315 357
p 2 2 93 825 6238 384
p 2 2 93 825 5399 380
i 2 920 0 0 38047 4372
p 2 0 174 746 445 365
p 2 0 131 789 334 314
p 2 41 121 758 17414 729
p 2 0 99 821 536 301
p 2 0 39 881 283 231
p 2 46 113 761 21116 821
p 2 8 93 819 2330 344
p 2 11 75 834 3910 372
p 2 65 155 700 26866 1041
p 2 39 154 727 7993 652
p 2 51 147 722 10435 753
p 2 118 189 613 30576 1406
p 2 46 213 661 12277 862
p 2 32 212 676 11127 757
p 2 139 248 533 35148 1691
p 2 91 273 556 15762 1159
p 2 105 252 563 12948 1179
p 2 169 343 408 40261 2003
p 2 43 363 514 13753 1103
p 2 66 331 523 15293 1175
p 2 206 357 357 40891 2229
p 2 97 331 492 11209 1190
p 2 80 235 605 7622 941
p 2 174 369 377 35245 2061
p 2 18 365 537 6229 762
p 2 11 299 610 5837 666
p 2 88 421 411 38393 1757
p 2 23 370 527 5453 839
p 2 7 230 683 4459 560
p 2 132 421 367 39387 1943
p 2 34 346 540 6482 907
p 2 39 235 646 4382 679
p 2 91 392 437 36218 1650
p 2 0 297 623 1291 531
p 2 0 150 770 526 343
p 2 67 413 440 37099 1511
p 2 0 242 678 1021 464
p 2 0 142 778 469 328
p 2 0 92 828 399 282
p 2 0 40 880 263 234
p 2 0 47 873 294 236
p 2 0 26 894 243 220
p 2 0 28 892 248 221
p 2 0 15 905 227 210
p 2 0 13 907 223 208
p 2 0 13 907 230 208
p 2 0 8 912 213 204
p 2 0 9 911 219 204
p 2 0 10 910 220 206
p 2 0 4 916 206 200
p 2 0 7 913 211 203
p 2 0 2 918 201 199
p 2 0 2 918 201 198
p 2 0 2 918 202 199
p 2 0 9 911 217 205
p 2 0 0 920 197 197
p 2 0 1 919 199 198
p 2 0 2 918 201 199
i 2 920 0 0 56672 4488
p 2 5 245 670 3401 505
p 2 2 215 703 2933 445
p 2 1 114 805 3242 369
p 2 0 137 783 3755 382
p 2 0 100 820 3519 344
p 2 2 78 840 3765 343
p 2 3 84 833 3206 339
p 2 2 76 842 3430 324
p 2 0 64 856 3045 313
p 2 0 70 850 3260 318
p 2 2 65 853 3014 317
p 2 1 80 839 3264 327
p 2 0 84 836 3221 334
p 2 1 78 841 3576 325
p 2 0 67 853 2974 315
p 2 0 63 857 2718 307
p 2 0 69 851 2630 303
p 2 3 55 862 2242 301
p 2 0 60 860 2064 289
p 2 0 56 864 2053 282
p 2 0 57 863 2067 292
p 2 0 48 872 2161 279
p 2 1 47 872 1885 275
p 2 1 74 845 1859 299
p 2 0 55 865 1713 268
p 2 0 62 858 1605 276
p 2 0 36 884 1597 249
p 2 0 55 865 1242 260
p 2 1 46 873 1326 258
p 2 1 31 888 1274 249
p 2 0 31 889 1008 238
p 2 0 29 891 993 235
p 2 0 27 893 735 232
p 2 0 21 899 810 225
p 2 0 19 901 670 223
p 2 0 16 904 629 217
p 2 0 15 905 514 217
p 2 0 15 905 482 217
p 2 0 12 908 348 216
p 2 0 17 903 374 218
p 2 0 11 909 358 213
p 2 0 11 909 353 210
p 2 0 11 909 288 206
p 2 0 33 887 291 227
p 2 0 14 906 255 209
p 2 0 40 880 296 232
p 2 0 16 904 240 210
p 2 0 807 113 9896 1146
p 2 0 917 3 7400 1214
p 2 0 918 2 10103 1237
p 2 0 919 1 5051 1167
p 2 0 920 0 10935 1300
p 2 0 920 0 7436 1261
p 2 0 920 0 12655 1314
p 2 0 920 0 11963 1284
p 2 0 920 0 8645 1225
p 2 0 920 0 12135 1279
p 2 0 920 0 7045 1255
p 2 0 920 0 14357 1333
p 2 5 915 0 14709 1365
p 2 3 916 1 7892 1232
p 2 0 920 0 12521 1287
p 2 2 918 0 13003 1309
p 2 0 919 1 13064 1290
p 2 1 919 0 7908 1246
p 2 1 919 0 16271 1324
p 2 1 919 0 15414 1339
p 2 1 919 0 14517 1267
p 2 3 917 0 7153 1155
p 2 2 918 0 13322 1277
p 2 2 918 0 14271 1335
p 2 3 917 0 17521 1348
p 2 1 919 0 12947 1331
p 2 1 919 0 9238 1267
p 2 1 919 0 14520 1312
p 2 0 920 0 13663 1349
p 2 0 920 0 15573 1374
p 2 0 920 0 17737 1401
p 2 1 919 0 11915 1278
p 2 1 919 0 8868 1257
p 2 1 919 0 14512 1298
p 2 4 916 0 16872 1411
p 2 4 916 0 19009 1414
p 2 5 915 0 18727 1440
p 2 1 919 0 20401 1453
p 2 1 919 0 17108 1426
p 2 4 916 0 12453 1426
p 2 4 916 0 9635 1394
p 2 1 919 0 15594 1436
p 2 1 919 0 17509 1391
p 2 0 920 0 19710 1475
p 2 0 920 0 18508 1451
p 2 1 919 0 19726 1508
p 2 6 914 0 22960 1557
p 2 0 920 0 20825 1462
p 2 3 917 0 22208 1569
p 2 4 916 0 16738 1468
p 2 7 913 0 15077 1425
p 2 8 912 0 11987 1403
p 2 4 916 0 10725 1331
p 2 5 915 0 12627 1349
p 2 5 915 0 16173 1404
p 2 8 912 0 20883 1547
p 2 2 918 0 23276 1574
p 2 7 913 0 24641 1590
p 2 5 915 0 25994 1582
p 2 9 911 0 27184 1634
p 2 10 910 0 25614 1609
p 2 6 914 0 25511 1583
p 2 7 913 0 22154 1533
p 2 9 911 0 20732 1493
p 2 8 912 0 21168 1474
p 2 7 913 0 26000 1613
p 2 10 910 0 26152 1634
p 2 3 917 0 27195 1602
p 2 7 913 0 19586 1574
p 2 4 916 0 26438 1605
p 2 4 916 0 20598 1554
p 2 1 919 0 23405 1566
p 2 0 920 0 12841 1447
p 2 1 919 0 13394 1439
p 2 1 919 0 14215 1451
p 2 1 919 0 14877 1461
p 2 0 920 0 14462 1435
p 2 0 920 0 12878 1381
p 2 1 919 0 15378 1469
p 2 0 920 0 20238 1494
p 2 1 919 0 20053 1526
p 2 0 920 0 19978 1526
p 2 0 920 0 20317 1525
p 2 0 920 0 20742 1523
p 2 1 919 0 20123 1520
p 2 1 919 0 20430 1529
p 2 0 920 0 20078 1517
p 2 1 919 0 12238 1453
p 2 0 920 0 11616 1435
p 2 0 920 0 12533 1416
p 2 2 918 0 13464 1435
p 2 0 920 0 13992 1422
p 2 1 919 0 13867 1433
p 2 0 920 0 14178 1427
p 2 1 919 0 14787 1449
p 2 0 920 0 14521 1422
p 2 0 920 0 14448 1418
p 2 0 920 0 14660 1403
p 2 1 919 0 14924 1430
p 2 0 920 0 15187 1404
p 2 0 920 0 14971 1417
p 2 4 916 0 15198 1444
p 2 1 919 0 15624 1420
p 2 2 918 0 15705 1424
p 2 3 917 0 15483 1420
p 2 2 918 0 15969 1419
p 2 1 919 0 16430 1429
p 2 3 917 0 16443 1444
p 2 1 919 0 15966 1401
p 2 2 918 0 16715 1417
p 2 4 916 0 16837 1432
p 2 0 920 0 16956 1402
p 2 4 916 0 16599 1443
p 2 2 918 0 16806 1423
p 2 1 919 0 16953 1433
p 2 1 919 0 16767 1413
p 2 2 918 0 17665 1434
p 2 2 918 0 15363 1418
p 2 3 917 0 17608 1443
p 2 0 920 0 16766 1413
p 2 0 920 0 17094 1424
p 2 1 919 0 16600 1420
p 2 0 920 0 16995 1416
p 2 1 919 0 17124 1436
p 2 1 919 0 17445 1413
p 2 2 918 0 16922 1423
p 2 1 919 0 17015 1419
p 2 0 920 0 17301 1421
p 2 0 920 0 17214 1414
p 2 2 918 0 17150 1433
p 2 0 920 0 16794 1416
p 2 0 920 0 17363 1421
p 2 0 920 0 17150 1410
p 2 3 917 0 17443 1445
p 2 2 918 0 16916 1426
p 2 2 918 0 17294 1430
p 2 1 919 0 16652 1405
p 2 1 919 0 16946 1439
p 2 1 919 0 16187 1419
p 2 0 920 0 17035 1431
p 2 1 919 0 15606 1417
i 2 920 0 0 26873 3378
p 2 0 425 495 666 589
p 2 192 728 0 29561 2665
p 2 0 685 235 1433 911
p 2 52 867 1 24648 2183
p 2 0 748 172 1680 976
p 2 55 865 0 25323 2233
p 2 14 763 143 4701 1081
p 2 116 804 0 25778 2449
p 2 46 873 1 18342 2013
p 2 26 894 0 14072 1706
p 2 52 868 0 21411 1941
p 2 7 913 0 12955 1584
p 2 6 914 0 8925 1481
p 2 23 896 1 19452 1735
p 2 5 914 1 9348 1411
p 2 2 918 0 9754 1366
p 2 45 875 0 20776 1800
p 2 0 920 0 8458 1384
p 2 3 917 0 10167 1302
p 2 47 872 1 20416 1800
p 2 1 918 1 10794 1341
p 2 0 920 0 9055 1275
p 2 23 889 8 17361 1508
p 2 0 672 248 1363 863
p 2 0 400 520 670 574
p 2 3 397 520 13651 799
p 2 0 351 569 977 538
p 2 0 238 682 570 414
p 2 4 319 597 13228 732
p 2 0 215 705 809 408
p 2 0 116 804 397 300
p 2 0 67 853 282 253
p 2 0 97 823 414 285
p 2 0 36 884 262 227
p 2 0 26 894 231 218
p 2 0 13 907 221 208
p 2 0 23 897 235 216
p 2 0 10 910 211 206
p 2 0 13 907 223 208
p 2 0 3 917 204 200
p 2 0 8 912 210 202
p 2 0 12 908 220 206
p 2 0 12 908 211 206
p 2 0 7 913 206 203
p 2 0 3 917 202 200
p 2 0 12 908 211 207
i 2 920 0 0 55519 4577
p 2 1 915 4 11056 1354
p 2 0 918 2 12925 1326
p 2 1 918 1 15566 1393
p 2 0 920 0 15204 1386
p 2 3 915 2 15496 1410
p 2 1 918 1 13432 1384
p 2 1 919 0 11636 1338
p 2 2 916 2 10107 1325
p 2 6 913 1 9202 1326
p 2 0 920 0 8683 1261
p 2 0 918 2 9495 1267
p 2 0 919 1 11432 1283
p 2 0 920 0 13220 1354
p 2 0 920 0 13967 1333
p 2 0 920 0 13603 1331
p 2 0 920 0 13927 1338
p 2 0 920 0 13807 1347
p 2 0 920 0 14384 1380
p 2 1 918 1 14687 1391
p 2 1 919 0 15019 1379
p 2 0 920 0 15790 1398
p 2 0 920 0 16282 1417
p 2 0 920 0 16396 1415
p 2 0 920 0 16734 1431
p 2 0 919 1 17080 1429
p 2 0 920 0 16825 1420
p 2 0 920 0 17971 1437
p 2 0 919 1 17443 1448
p 2 0 920 0 17961 1473
p 2 4 916 0 17440 1474
p 2 0 920 0 18080 1460
p 2 0 920 0 18168 1466
p 2 0 920 0 18318 1460
p 2 1 918 1 18070 1472
p 2 0 920 0 18254 1445
p 2 1 919 0 18549 1464
p 2 0 919 1 18597 1464
p 2 0 920 0 18467 1438
p 2 1 919 0 18778 1451
p 2 2 918 0 18915 1516
p 2 0 920 0 19070 1447
p 2 1 919 0 18518 1460
p 2 1 918 1 18348 1455
p 2 1 919 0 17502 1445
p 2 0 920 0 17916 1448
p 2 0 920 0 17053 1441
p 2 1 919 0 17409 1431
p 2 3 917 0 16118 1423
p 2 0 920 0 15982 1407
p 2 3 917 0 15246 1410
p 2 3 917 0 15427 1382
p 2 0 920 0 14240 1330
p 2 2 917 1 14100 1305
p 2 1 919 0 14471 1310
p 2 1 918 1 14462 1346
p 2 1 919 0 14768 1337
p 2 1 919 0 15606 1346
p 2 3 916 1 16197 1390
p 2 1 919 0 16802 1413
p 2 2 918 0 15603 1407
p 2 2 917 1 16011 1434
p 2 0 920 0 15095 1474
p 2 1 919 0 13767 1398
p 2 0 920 0 15013 1442
p 2 0 919 1 15205 1462
p 2 1 918 1 17015 1488
p 2 0 920 0 18113 1479
p 2 0 920 0 20340 1526
p 2 0 920 0 21661 1515
p 2 3 917 0 22637 1570
p 2 0 920 0 23024 1555
p 2 1 919 0 23125 1562
p 2 1 919 0 22860 1571
p 2 1 918 1 23095 1576
p 2 2 918 0 23019 1578
p 2 2 918 0 23783 1601
p 2 0 920 0 23761 1575
p 2 0 920 0 24264 1570
p 2 2 918 0 24521 1569
p 2 2 918 0 23798 1550
p 2 12 908 0 26184 1615
p 2 0 920 0 24717 1548
p 2 8 912 0 25141 1599
p 2 2 918 0 24685 1570
p 2 3 917 0 24611 1586
p 2 3 917 0 24718 1587
p 2 2 918 0 25272 1576
p 2 1 919 0 25309 1568
p 2 3 917 0 26613 1588
p 2 2 918 0 26164 1559
p 2 1 919 0 26033 1563
p 2 3 917 0 24248 1548
p 2 0 920 0 23106 1517
p 2 2 918 0 21621 1501
p 2 1 919 0 21344 1509
p 2 0 920 0 18896 1438
p 2 1 919 0 19571 1415
p 2 2 918 0 16042 1372
p 2 2 918 0 17196 1373
p 2 0 920 0 14697 1345
p 2 1 919 0 13635 1341
p 2 3 916 1 11580 1277
p 2 2 918 0 12106 1275
p 2 0 920 0 14970 1279
p 2 4 916 0 18663 1354
p 2 1 918 1 22992 1469
p 2 0 920 0 22208 1447
p 2 0 920 0 23209 1498
p 2 3 917 0 23073 1488
p 2 2 918 0 23624 1509
p 2 1 918 1 26041 1521
p 2 1 917 2 24566 1507
p 2 1 919 0 24921 1519
p 2 0 918 2 23159 1502
p 2 1 917 2 23323 1511
p 2 0 919 1 23113 1491
p 2 2 917 1 23561 1503
p 2 0 920 0 25066 1511
p 2 1 917 2 24584 1530
p 2 1 919 0 22995 1530
p 2 1 919 0 22424 1504
p 2 0 919 1 19711 1433
p 2 0 920 0 18016 1415
p 2 3 917 0 16325 1413
p 2 1 916 3 12101 1395
p 2 3 916 1 9917 1349
p 2 0 918 2 12330 1354
p 2 1 917 2 18296 1387
p 2 1 919 0 22151 1443
p 2 2 918 0 21122 1472
p 2 2 918 0 22308 1471
p 2 0 920 0 22553 1430
p 2 2 917 1 22675 1474
p 2 1 919 0 21571 1456
p 2 6 911 3 28119 1571
p 2 0 919 1 22196 1462
p 2 2 916 2 25070 1503
p 2 2 918 0 29019 1524
p 2 0 919 1 21242 1474
p 2 0 919 1 16647 1354
p 2 3 913 4 21794 1378
p 2 2 917 1 8811 1271
p 2 2 917 1 6845 1192
p 2 1 918 1 18630 1290
p 2 0 919 1 19154 1388
p 2 0 913 7 19207 1392
p 2 0 915 5 27356 1476
p 2 1 910 9 20950 1432
p 2 0 910 10 20233 1447
p 2 1 905 14 20520 1442
p 2 0 910 10 23143 1454
p 2 0 914 6 18833 1436
p 2 0 909 11 18743 1408
p 2 0 911 9 12940 1354
p 2 0 910 10 7115 1315
p 2 0 916 4 9092 1308
p 2 0 916 4 19626 1405
p 2 0 916 4 18814 1396
p 2 0 906 14 18750 1371
p 2 0 908 12 18797 1386
p 2 0 897 23 21399 1413
p 2 0 869 51 17830 1252
p 2 0 858 62 15986 1199
p 2 0 800 120 8080 1060
p 2 19 641 260 14823 1079
p 2 0 302 618 1209 485
p 2 0 434 486 1724 629
p 2 6 572 342 12658 916
p 2 0 268 652 1280 464
p 2 0 102 818 501 293
p 2 5 480 435 10761 781
p 2 0 495 425 1988 687
p 2 0 323 597 1264 499
p 2 5 264 651 10765 590
p 2 0 292 628 1413 497
p 2 0 263 657 1232 459
p 2 0 152 768 689 340
p 2 0 198 722 920 384
p 2 0 191 729 994 386
p 2 0 195 725 966 387
p 2 0 117 803 649 314
p 2 0 164 756 848 360
p 2 0 158 762 862 352
p 2 0 182 738 884 374
p 2 0 124 796 686 318
p 2 0 149 771 772 343
p 2 0 158 762 874 357
p 2 0 157 763 761 351
p 2 11 316 593 18161 743
p 2 0 288 632 1395 495
p 2 0 210 710 1003 406
p 2 7 274 639 10027 614
p 2 0 180 740 954 384
p 2 0 161 759 811 357
p 2 1 244 675 10296 548
p 2 0 212 708 1092 417
p 2 0 116 804 671 309
p 2 4 302 614 18132 707
p 2 0 269 651 1292 471
p 2 0 190 730 919 389
p 2 0 126 794 702 320
p 2 0 145 775 753 335
p 2 0 140 780 793 336
p 2 0 115 805 680 307
p 2 0 112 808 721 309
p 2 0 102 818 605 294
p 2 0 96 824 608 289
i 2 920 0 0 61085 4754
p 2 0 208 712 479 397
p 2 0 151 769 350 331
p 2 0 77 843 278 264
p 2 0 66 854 261 252
p 2 0 22 898 217 216
p 2 0 14 906 210 210
p 2 0 2 918 199 198
p 2 0 7 913 204 202
p 2 0 4 916 201 201
p 2 0 2 918 199 199
p 2 0 2 918 199 199
p 2 0 4 916 200 200
p 2 0 1 919 198 198
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 1 919 199 198
p 2 0 3 917 201 200
p 2 0 2 918 199 199
p 2 0 2 918 199 199
p 2 0 1 919 198 198
p 2 0 3 917 200 200
p 2 0 2 918 199 199
p 2 0 2 918 199 199
p 2 2 66 852 6304 353
p 2 0 46 874 369 247
p 2 0 17 903 229 212
p 2 11 70 839 7893 419
p 2 0 51 869 389 248
p 2 0 14 906 228 209
p 2 12 84 824 7685 460
p 2 0 64 856 428 260
p 2 0 32 888 263 226
p 2 8 87 825 8292 425
p 2 0 76 844 510 276
p 2 0 36 884 291 228
p 2 8 147 765 14061 568
p 2 0 118 802 649 317
p 2 3 140 777 10992 479
p 2 0 120 800 695 322
p 2 2 144 774 11058 478
p 2 0 124 796 700 324
p 2 2 89 829 680 291
p 2 0 31 889 277 224
p 2 0 36 884 281 228
p 2 1 20 899 508 220
p 2 0 17 903 238 211
p 2 0 25 895 582 221
p 2 0 53 867 346 245
p 2 0 12 908 218 207
p 2 0 29 891 265 223
p 2 0 33 887 278 225
p 2 0 21 899 249 216
p 2 0 4 916 203 200
p 2 1 9 910 491 212
p 2 0 7 913 213 202
p 2 1 13 906 413 214
p 2 0 11 909 219 207
p 2 0 6 914 207 202
p 2 0 3 917 203 200
p 2 1 15 904 484 216
p 2 0 6 914 211 202
p 2 0 5 915 205 201
p 2 0 11 909 539 209
p 2 0 7 913 219 202
p 2 0 3 917 205 199
p 2 2 6 912 427 212
p 2 0 4 916 206 201
p 2 0 3 917 206 200
p 2 1 5 914 536 210
p 2 0 8 912 218 205
p 2 0 7 913 216 202
p 2 1 12 907 508 215
p 2 0 10 910 223 206
p 2 0 4 916 204 200
p 2 0 10 910 523 209
p 2 0 14 906 239 208
p 2 0 9 911 217 205
p 2 2 6 912 423 212
p 2 0 1 919 199 198
p 2 0 0 920 197 197
p 2 1 6 913 532 210
p 2 0 3 917 208 200
p 2 0 0 920 197 197
p 2 1 5 914 489 208
p 2 0 3 917 211 200
p 2 0 2 918 201 198
p 2 0 6 914 515 207
p 2 0 3 917 207 200
p 2 0 2 918 201 198
p 2 0 0 920 197 197
p 2 0 2 918 202 199
p 2 0 0 920 197 197
p 2 0 2 918 200 200
p 2 0 0 920 197 197
p 2 0 2 918 199 199
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 0 920 197 197
i 2 920 0 0 55179 4918
p 2 0 153 767 426 346
p 2 0 72 848 281 264
p 2 0 29 891 612 223
p 2 0 22 898 229 215
p 2 0 9 911 208 204
p 2 0 9 911 612 211
p 2 0 12 908 223 208
p 2 0 6 914 207 201
p 2 2 4 914 484 218
p 2 0 8 912 213 204
p 2 0 9 911 213 204
p 2 1 6 913 687 213
p 2 0 8 912 214 204
p 2 0 7 913 207 203
p 2 2 6 912 488 218
p 2 0 4 916 203 200
p 2 0 5 915 204 201
p 2 1 8 911 688 214
p 2 0 5 915 212 202
p 2 0 3 917 206 200
p 2 0 9 911 578 208
p 2 0 5 915 208 201
p 2 0 3 917 202 200
p 2 0 13 907 612 213
p 2 0 11 909 227 209
p 2 0 14 906 217 208
p 2 0 18 902 221 211
p 2 0 10 910 213 207
p 2 0 13 907 213 206
p 2 0 3 917 199 199
p 2 0 0 920 197 197
p 2 0 3 917 199 199
p 2 0 2 918 199 198
p 2 0 5 915 559 206
p 2 0 5 915 224 202
p 2 1 4 915 486 212
p 2 0 3 917 203 200
p 2 0 0 920 197 197
p 2 5 267 648 22036 774
p 2 0 203 717 1056 422
p 2 0 70 850 400 262
p 2 1 281 638 20869 763
p 2 0 210 710 1070 424
p 2 0 154 766 588 341
p 2 1 306 613 20154 777
p 2 0 216 704 1059 428
p 2 0 99 821 424 286
p 2 5 290 625 21634 794
p 2 0 229 691 1047 434
p 2 0 130 790 556 317
p 2 1 72 847 709 277
p 2 0 31 889 270 224
p 2 0 23 897 248 215
p 2 1 26 893 715 228
p 2 0 51 869 322 242
p 2 0 23 897 244 215
p 2 0 28 892 748 229
p 2 0 29 891 263 221
p 2 0 36 884 294 229
p 2 0 34 886 825 232
p 2 0 17 903 250 211
p 2 0 14 906 239 209
p 2 1 37 882 620 241
p 2 0 33 887 263 224
p 2 0 17 903 232 209
p 2 1 14 905 685 218
p 2 0 5 915 211 201
p 2 0 4 916 207 201
p 2 0 18 902 716 219
p 2 0 8 912 218 202
p 2 0 24 896 252 217
p 2 0 25 895 784 222
p 2 0 12 908 225 208
p 2 0 12 908 223 207
p 2 0 18 902 719 219
p 2 0 11 909 232 207
p 2 0 6 914 207 202
p 2 1 12 907 392 215
p 2 0 4 916 209 200
p 2 0 1 919 199 198
p 2 1 7 912 677 212
p 2 0 5 915 214 203
p 2 0 2 918 200 199
p 2 0 8 912 686 212
p 2 0 5 915 213 201
p 2 0 2 918 202 199
p 2 0 8 912 746 209
p 2 0 6 914 212 203
p 2 0 2 918 201 199
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 7 913 694 209
p 2 0 3 917 207 200
p 2 1 3 916 372 208
i 2 920 0 0 61360 4741
p 2 0 201 719 464 386
p 2 0 150 770 344 332
p 2 1 70 849 575 268
p 2 0 58 862 258 244
p 2 0 21 899 214 213
p 2 0 27 893 571 226
p 2 0 9 911 217 205
p 2 0 14 906 212 209
p 2 0 11 909 391 214
p 2 0 7 913 208 203
p 2 0 4 916 201 201
p 2 1 7 912 612 213
p 2 0 7 913 211 203
p 2 0 7 913 204 202
p 2 1 7 912 490 214
p 2 0 3 917 203 200
p 2 0 0 920 197 197
p 2 0 6 914 542 209
p 2 0 3 917 215 200
p 2 0 4 916 203 201
p 2 0 7 913 387 212
p 2 0 5 915 205 203
p 2 0 6 914 204 201
p 2 1 7 912 618 214
p 2 0 4 916 210 201
p 2 0 4 916 206 202
p 2 1 4 915 489 212
p 2 0 3 917 213 201
p 2 0 2 918 200 199
p 2 0 7 913 543 209
p 2 0 5 915 212 203
p 2 0 3 917 201 200
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 2 918 199 199
p 2 0 0 920 197 197
p 2 0 0 920 197 197
p 2 0 1 919 198 198
p 2 0 0 920 197 197
p 2 0 0 920 197 197
i 2 920 0 0 54443 4888
p 2 0 144 776 410 337
p 2 2 334 584 20750 809
p 2 0 212 708 954 414
p 2 0 297 623 20552 772
p 2 0 221 699 1093 432
p 2 1 295 624 21387 790
p 2 0 211 709 1073 424
p 2 1 296 623 23125 800
p 2 0 231 689 1127 447
p 2 2 155 763 949 363
p 2 3 172 745 11139 524
p 2 1 171 748 1235 379
p 2 0 200 720 8502 487
p 2 0 173 747 801 372
p 2 0 148 772 9520 446
p 2 0 155 765 762 356
p 2 0 126 794 526 315
p 2 0 82 838 802 278
p 2 0 56 864 330 247
p 2 0 38 882 294 232
p 2 2 30 888 537 236
p 2 0 19 901 239 215
p 2 0 19 901 232 210
p 2 1 110 809 976 314
p 2 0 30 890 272 222
p 2 0 53 867 330 245
p 2 0 64 856 724 260
p 2 0 69 851 384 260
p 2 0 46 874 303 237
p 2 0 27 893 653 226
p 2 0 10 910 222 205
p 2 0 10 910 215 203
p 2 0 3 917 204 200
p 2 0 9 911 218 203
p 2 0 5 915 204 201
p 2 0 6 914 209 202
p 2 0 8 912 569 209
p 2 0 16 904 238 210
p 2 1 13 906 506 218
p 2 0 12 908 225 207
p 2 0 5 915 207 202
p 2 0 2 918 200 199
p 2 0 4 916 205 201
p 2 0 4 916 205 201
p 2 0 10 910 600 209
p 2 0 8 912 215 203
p 2 0 4 916 204 200
p 2 0 15 905 639 217
p 2 0 17 903 228 212
p 2 0 9 911 215 206
p 2 0 9 911 568 209
p 2 0 14 906 234 209
p 2 0 14 906 233 210
p 2 0 9 911 609 208
p 2 0 8 912 218 204
p 2 0 6 914 209 202
p 2 2 7 911 492 220
p 2 0 5 915 215 201
p 2 0 1 919 199 198
p 2 1 8 911 696 215
p 2 0 4 916 208 201
p 2 0 4 916 205 200
p 2 0 7 913 578 209
p 2 0 7 913 221 202
p 2 0 4 916 208 200
p 2 0 7 913 607 209
p 2 0 4 916 217 201
p 2 0 5 915 213 202
p 2 2 5 913 490 218
p 2 0 3 917 207 200
p 2 0 0 920 197 197
p 2 1 8 911 703 216
p 2 0 3 917 207 200
p 2 0 0 920 197 197
p 2 0 6 914 559 210
p 2 0 4 916 213 201
p 2 0 2 918 201 199
p 2 0 5 915 603 206
p 2 0 6 914 215 203
p 2 0 1 919 199 198
p 2 0 1 919 199 198
p 2 0 1 919 199 198
p 2 0 0 920 197 197
