# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 72055 5035
p 2 0 916 4 15563 1383
p 2 0 918 2 9779 1348
p 2 0 920 0 8791 1302
p 2 0 920 0 17635 1396
p 2 0 918 2 18827 1414
p 2 0 918 2 21444 1454
p 2 0 919 1 20765 1454
p 2 0 920 0 20929 1462
p 2 0 918 2 20395 1455
p 2 0 920 0 21267 1469
p 2 0 918 2 21974 1485
p 2 0 920 0 23010 1483
p 2 0 918 2 23407 1493
p 2 0 918 2 24318 1492
p 2 0 917 3 24948 1498
p 2 0 920 0 24619 1513
p 2 0 920 0 25361 1511
p 2 0 920 0 25312 1497
p 2 0 915 5 25194 1481
p 2 0 920 0 24937 1509
p 2 0 920 0 25975 1522
p 2 0 920 0 25664 1514
p 2 0 918 2 25936 1494
p 2 0 918 2 25986 1508
p 2 0 920 0 24868 1523
p 2 0 920 0 25588 1510
p 2 0 920 0 25346 1506
p 2 0 918 2 24522 1479
p 2 0 919 1 23789 1496
p 2 0 920 0 24368 1502
p 2 0 920 0 23948 1499
p 2 0 920 0 23152 1474
p 2 0 917 3 23136 1492
p 2 0 920 0 22504 1502
p 2 0 920 0 22580 1505
p 2 0 919 1 22304 1477
p 2 0 916 4 22675 1481
p 2 0 919 1 22365 1490
p 2 0 920 0 23343 1505
p 2 0 919 1 23241 1488
p 2 0 919 1 23893 1473
p 2 0 918 2 24736 1495
p 2 0 919 1 24723 1499
p 2 0 920 0 25029 1518
p 2 0 920 0 24826 1511
p 2 0 920 0 23825 1522
p 2 0 918 2 23207 1519
p 2 0 918 2 22353 1496
p 2 0 920 0 22480 1486
p 2 0 920 0 19181 1426
p 2 0 920 0 21476 1436
p 2 0 919 1 18343 1409
p 2 0 919 1 17743 1386
p 2 0 920 0 14387 1358
p 2 0 920 0 11285 1342
p 2 0 920 0 8874 1335
p 2 0 919 1 7427 1294
p 2 0 920 0 8094 1267
p 2 0 920 0 11040 1301
p 2 0 920 0 15527 1337
p 2 0 920 0 20293 1402
p 2 0 917 3 21257 1397
